"id","protein_id","go_id","go_term","evidence","goeco","assigned_by","id","dtype","protein_id","nhprotein_id","name","did","evidence","zscore","conf","description","reference","drug_name","log2foldchange","pvalue","score","source","O2S","S2O","mondoid"
50431,4155,GO:0120053,"F:ribitol beta-1,4-xylosyltransferase activity",IDA,ECO:0000314,UniProtKB,398547,eRAM,4155,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
50432,4155,GO:0035269,P:protein O-linked mannosylation,IDA,ECO:0000314,UniProtKB,398547,eRAM,4155,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
119360,9488,GO:0005856,C:cytoskeleton,IEA,ECO:0000501,UniProtKB-SubCell,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119361,9488,GO:0016010,C:dystrophin-associated glycoprotein complex,IDA,ECO:0000314,UniProtKB,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119362,9488,GO:0016021,C:integral component of membrane,IEA,ECO:0000501,UniProtKB-KW,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119363,9488,GO:0005886,C:plasma membrane,TAS,ECO:0000304,ProtInc,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119364,9488,GO:0016012,C:sarcoglycan complex,IBA,ECO:0000318,GO_Central,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119365,9488,GO:0042383,C:sarcolemma,IBA,ECO:0000318,GO_Central,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119366,9488,GO:0016529,C:sarcoplasmic reticulum,IEA,ECO:0000501,Ensembl,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119367,9488,GO:0055074,P:calcium ion homeostasis,IEA,ECO:0000501,Ensembl,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119368,9488,GO:0019722,P:calcium-mediated signaling,IEA,ECO:0000501,Ensembl,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119369,9488,GO:0086003,P:cardiac muscle cell contraction,IEA,ECO:0000501,Ensembl,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119370,9488,GO:0048739,P:cardiac muscle fiber development,IEA,ECO:0000501,Ensembl,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119371,9488,GO:0008219,P:cell death,IEA,ECO:0000501,Ensembl,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119372,9488,GO:0034629,P:cellular protein-containing complex localization,IEA,ECO:0000501,Ensembl,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119373,9488,GO:0060977,P:coronary vasculature morphogenesis,IEA,ECO:0000501,Ensembl,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119374,9488,GO:0060047,P:heart contraction,IBA,ECO:0000318,GO_Central,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
119375,9488,GO:0007517,P:muscle organ development,TAS,ECO:0000304,ProtInc,398548,eRAM,9488,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103980,8285,GO:0005737,C:cytoplasm,IEA,ECO:0000501,UniProtKB-KW,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103981,8285,GO:0005856,C:cytoskeleton,IEA,ECO:0000501,UniProtKB-SubCell,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103982,8285,GO:0016010,C:dystrophin-associated glycoprotein complex,IDA,ECO:0000314,UniProtKB,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103983,8285,GO:0005887,C:integral component of plasma membrane,TAS,ECO:0000304,ProtInc,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103984,8285,GO:0016012,C:sarcoglycan complex,TAS,ECO:0000304,ProtInc,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103985,8285,GO:0042383,C:sarcolemma,IEA,ECO:0000501,UniProtKB-SubCell,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103986,8285,GO:0055013,P:cardiac muscle cell development,IEA,ECO:0000501,Ensembl,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103987,8285,GO:0048747,P:muscle fiber development,IEA,ECO:0000501,Ensembl,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103988,8285,GO:0007517,P:muscle organ development,TAS,ECO:0000304,ProtInc,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
103989,8285,GO:0097084,P:vascular smooth muscle cell development,IEA,ECO:0000501,Ensembl,398549,eRAM,8285,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115159,9140,GO:0005829,C:cytosol,TAS,ECO:0000304,Reactome,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115160,9140,GO:0031674,C:I band,ISS,ECO:0000250,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115161,9140,GO:0030018,C:Z disc,IDA,ECO:0000314,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115162,9140,GO:0036122,F:BMP binding,IPI,ECO:0000353,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115163,9140,GO:0051373,F:FATZ binding,IPI,ECO:0000353,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115164,9140,GO:0044325,F:ion channel binding,IPI,ECO:0000353,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115165,9140,GO:0030674,"F:protein binding, bridging",IDA,ECO:0000314,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115166,9140,GO:0008307,F:structural constituent of muscle,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115167,9140,GO:0031432,F:titin binding,IPI,ECO:0000353,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115168,9140,GO:0070080,F:titin Z domain binding,IPI,ECO:0000353,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115169,9140,GO:0007512,P:adult heart development,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115170,9140,GO:0060048,P:cardiac muscle contraction,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115171,9140,GO:0048739,P:cardiac muscle fiber development,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115172,9140,GO:0003300,P:cardiac muscle hypertrophy,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115173,9140,GO:0014898,P:cardiac muscle hypertrophy in response to stress,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115174,9140,GO:0055008,P:cardiac muscle tissue morphogenesis,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115175,9140,GO:0055003,P:cardiac myofibril assembly,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115176,9140,GO:0050982,P:detection of mechanical stimulus,TAS,ECO:0000304,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115177,9140,GO:0035995,P:detection of muscle stretch,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115178,9140,GO:0030049,P:muscle filament sliding,TAS,ECO:0000304,Reactome,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115179,9140,GO:0030916,P:otic vesicle formation,IEA,ECO:0000501,Ensembl,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115180,9140,GO:0065003,P:protein-containing complex assembly,TAS,ECO:0000304,ProtInc,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115181,9140,GO:0035994,P:response to muscle stretch,TAS,ECO:0000304,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115182,9140,GO:0045214,P:sarcomere organization,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115183,9140,GO:0048769,P:sarcomerogenesis,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115184,9140,GO:0003009,P:skeletal muscle contraction,IEP,ECO:0000270,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115185,9140,GO:0030241,P:skeletal muscle myosin thick filament assembly,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115186,9140,GO:0030240,P:skeletal muscle thin filament assembly,IMP,ECO:0000315,BHF-UCL,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
115187,9140,GO:0001756,P:somitogenesis,IEA,ECO:0000501,Ensembl,398550,eRAM,9140,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
224767,17836,GO:0005737,C:cytoplasm,IDA,ECO:0000314,UniProtKB,398551,eRAM,17836,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
224768,17836,GO:0005525,F:GTP binding,IEA,ECO:0000501,UniProtKB-KW,398551,eRAM,17836,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
224769,17836,GO:0004475,F:mannose-1-phosphate guanylyltransferase activity,IEA,ECO:0000501,UniProtKB-EC,398551,eRAM,17836,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
224770,17836,GO:0009298,P:GDP-mannose biosynthetic process,IMP,ECO:0000315,UniProtKB,398551,eRAM,17836,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW,,,MONDO:0020121
163133,13034,GO:0005737,C:cytoplasm,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163134,13034,GO:0005829,C:cytosol,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163135,13034,GO:0005622,C:intracellular,TAS,ECO:0000304,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163136,13034,GO:0030016,C:myofibril,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163137,13034,GO:0005634,C:nucleus,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163138,13034,GO:0005886,C:plasma membrane,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163139,13034,GO:0032991,C:protein-containing complex,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163140,13034,GO:0030315,C:T-tubule,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163141,13034,GO:0030018,C:Z disc,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163142,13034,GO:0005509,F:calcium ion binding,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163143,13034,GO:0004198,F:calcium-dependent cysteine-type endopeptidase activity,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163144,13034,GO:0003824,F:catalytic activity,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163145,13034,GO:0008234,F:cysteine-type peptidase activity,TAS,ECO:0000304,ProtInc,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163146,13034,GO:0055103,F:ligase regulator activity,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163147,13034,GO:0008233,F:peptidase activity,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163148,13034,GO:0032947,F:protein-containing complex scaffold activity,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163149,13034,GO:0031402,F:sodium ion binding,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163150,13034,GO:0008307,F:structural constituent of muscle,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163151,13034,GO:0031432,F:titin binding,IPI,ECO:0000353,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163152,13034,GO:0006915,P:apoptotic process,TAS,ECO:0000304,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163153,13034,GO:1990092,P:calcium-dependent self proteolysis,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163154,13034,GO:0071277,P:cellular response to calcium ion,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163155,13034,GO:0071472,P:cellular response to salt stress,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163156,13034,GO:0070315,P:G1 to G0 transition involved in cell differentiation,IEA,ECO:0000501,Ensembl,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163157,13034,GO:0046716,P:muscle cell cellular homeostasis,TAS,ECO:0000304,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163158,13034,GO:0007517,P:muscle organ development,TAS,ECO:0000304,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163159,13034,GO:0061061,P:muscle structure development,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163160,13034,GO:0030239,P:myofibril assembly,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163161,13034,GO:0043066,P:negative regulation of apoptotic process,IMP,ECO:0000315,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163162,13034,GO:0033234,P:negative regulation of protein sumoylation,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163163,13034,GO:0045892,"P:negative regulation of transcription, DNA-templated",ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163164,13034,GO:0051092,P:positive regulation of NF-kappaB transcription factor activity,IMP,ECO:0000315,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163165,13034,GO:0045862,P:positive regulation of proteolysis,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163166,13034,GO:0051281,P:positive regulation of release of sequestered calcium ion into cytosol,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163167,13034,GO:0014718,P:positive regulation of satellite cell activation involved in skeletal muscle regeneration,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163168,13034,GO:0045893,"P:positive regulation of transcription, DNA-templated",IMP,ECO:0000315,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163169,13034,GO:0030163,P:protein catabolic process,IMP,ECO:0000315,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163170,13034,GO:0031648,P:protein destabilization,IMP,ECO:0000315,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163171,13034,GO:0072657,P:protein localization to membrane,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163172,13034,GO:0065003,P:protein-containing complex assembly,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163173,13034,GO:0006508,P:proteolysis,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163174,13034,GO:0050790,P:regulation of catalytic activity,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163175,13034,GO:0043122,P:regulation of I-kappaB kinase/NF-kappaB signaling,IMP,ECO:0000315,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163176,13034,GO:0045661,P:regulation of myoblast differentiation,IEA,ECO:0000501,Ensembl,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163177,13034,GO:0051592,P:response to calcium ion,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163178,13034,GO:0014850,P:response to muscle activity,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163179,13034,GO:0045214,P:sarcomere organization,ISS,ECO:0000250,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
163180,13034,GO:0097264,P:self proteolysis,IDA,ECO:0000314,UniProtKB,398552,eRAM,13034,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
142018,11193,GO:0005604,C:basement membrane,IDA,ECO:0000314,UniProtKB,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142019,11193,GO:0062023,C:collagen-containing extracellular matrix,HDA,ECO:0007005,BHF-UCL,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142020,11193,GO:0043197,C:dendritic spine,IEA,ECO:0000501,Ensembl,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142021,11193,GO:0005576,C:extracellular region,TAS,ECO:0000304,Reactome,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142022,11193,GO:0031594,C:neuromuscular junction,IEA,ECO:0000501,Ensembl,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142023,11193,GO:0042383,C:sarcolemma,IEA,ECO:0000501,Ensembl,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142024,11193,GO:0043083,C:synaptic cleft,IEA,ECO:0000501,Ensembl,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142025,11193,GO:0005201,F:extracellular matrix structural constituent,HDA,ECO:0007005,BHF-UCL,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142026,11193,GO:0005102,F:signaling receptor binding,IEA,ECO:0000501,InterPro,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142027,11193,GO:0005198,F:structural molecule activity,TAS,ECO:0000304,ProtInc,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142028,11193,GO:0007411,P:axon guidance,IEA,ECO:0000501,Ensembl,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142029,11193,GO:0007155,P:cell adhesion,IEA,ECO:0000501,UniProtKB-KW,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142030,11193,GO:0030198,P:extracellular matrix organization,TAS,ECO:0000304,Reactome,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142031,11193,GO:0007517,P:muscle organ development,TAS,ECO:0000304,ProtInc,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142032,11193,GO:0032224,"P:positive regulation of synaptic transmission, cholinergic",IEA,ECO:0000501,Ensembl,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142033,11193,GO:0030155,P:regulation of cell adhesion,IEA,ECO:0000501,InterPro,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142034,11193,GO:0030334,P:regulation of cell migration,IEA,ECO:0000501,InterPro,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142035,11193,GO:0045995,P:regulation of embryonic development,IEA,ECO:0000501,InterPro,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
142036,11193,GO:0014037,P:Schwann cell differentiation,IEA,ECO:0000501,Ensembl,398553,eRAM,11193,,muscular dystrophy,DOID:9884,,,,,,,,,,CTD_human|UniProtKB-KW,,,MONDO:0020121
14327,1138,GO:0030659,C:cytoplasmic vesicle membrane,TAS,ECO:0000304,Reactome,398554,eRAM,1138,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
14328,1138,GO:0005769,C:early endosome,IDA,ECO:0000314,UniProtKB,398554,eRAM,1138,,muscular dystrophy,DOID:9884,,,,,,,,,,UniProtKB-KW|GHR,,,MONDO:0020121
