"id","target_id","protein_id","pwtype","id_in_source","name","description","url"
187218,,2724,WikiPathways,WP289_r106149,Myometrial Relaxation and Contraction Pathways,,http://www.wikipathways.org/instance/WP289_r106149
192509,,2724,WikiPathways,WP244_r85199,Alpha 6 Beta 4 signaling pathway,,http://www.wikipathways.org/instance/WP244_r85199
195507,,2724,WikiPathways,WP51_r105801,Regulation of Actin Cytoskeleton,,http://www.wikipathways.org/instance/WP51_r105801
198856,,2724,WikiPathways,WP3872_r105802,Regulation of Apoptosis by Parathyroid Hormone-related Protein,,http://www.wikipathways.org/instance/WP3872_r105802
201717,,2724,WikiPathways,WP383_r105826,Striated Muscle Contraction Pathway,,http://www.wikipathways.org/instance/WP383_r105826
201724,,2724,WikiPathways,WP383_r105826,Striated Muscle Contraction Pathway,,http://www.wikipathways.org/instance/WP383_r105826
211081,,2724,WikiPathways,WP185_r105461,Integrin-mediated Cell Adhesion,,http://www.wikipathways.org/instance/WP185_r105461
211660,,2724,WikiPathways,WP185_r105461,Integrin-mediated Cell Adhesion,,http://www.wikipathways.org/instance/WP185_r105461
216871,,2724,WikiPathways,WP382_r106182,MAPK Signaling Pathway,,http://www.wikipathways.org/instance/WP382_r106182
216876,,2724,WikiPathways,WP382_r106182,MAPK Signaling Pathway,,http://www.wikipathways.org/instance/WP382_r106182
216880,,2724,WikiPathways,WP382_r106182,MAPK Signaling Pathway,,http://www.wikipathways.org/instance/WP382_r106182
222238,,2724,WikiPathways,WP2272_r105780,Pathogenic Escherichia coli infection,,http://www.wikipathways.org/instance/WP2272_r105780
237319,,2724,WikiPathways,WP2636_r105556,Common Pathways Underlying Drug Addiction,,http://www.wikipathways.org/instance/WP2636_r105556
245853,,2724,WikiPathways,WP314_r106186,Fas Ligand (FasL) pathway and Stress induction of Heat Shock Proteins (HSP) regulation,,http://www.wikipathways.org/instance/WP314_r106186
255836,,2724,WikiPathways,WP4217_r101851,Ebola Virus Pathway on Host,,http://www.wikipathways.org/instance/WP4217_r101851
256582,,2724,WikiPathways,WP4217_r101851,Ebola Virus Pathway on Host,,http://www.wikipathways.org/instance/WP4217_r101851
266272,,2724,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
267295,,2724,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
281874,,2724,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
283304,,2724,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
292903,,2724,WikiPathways,WP4321_r106178,Thermogenesis,,http://www.wikipathways.org/instance/WP4321_r106178
323069,,2724,WikiPathways,WP4541_r103434,Hippo-Merlin Signaling Dysregulation,,http://www.wikipathways.org/instance/WP4541_r103434
323704,,2724,WikiPathways,WP4541_r103434,Hippo-Merlin Signaling Dysregulation,,http://www.wikipathways.org/instance/WP4541_r103434
326345,,2724,WikiPathways,WP4534_r103303,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms,,http://www.wikipathways.org/instance/WP4534_r103303
326370,,2724,WikiPathways,WP4534_r103303,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms,,http://www.wikipathways.org/instance/WP4534_r103303
328350,,2724,WikiPathways,WP4658_r105318,Small cell lung cancer,,http://www.wikipathways.org/instance/WP4658_r105318
2986,,3179,KEGG,path:hsa04512,ECM-receptor interaction,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04512
8811,,3179,KEGG,path:hsa05414,Dilated cardiomyopathy (DCM),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05414
9009,,3179,KEGG,path:hsa05416,Viral myocarditis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa05416
9352,,3179,KEGG,path:hsa05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05412
14027,,3179,KEGG,path:hsa05410,Hypertrophic cardiomyopathy (HCM),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05410
42964,,3179,PathwayCommons: pid,,Signaling events mediated by VEGFR1 and VEGFR2,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_35ad767af9c665c77d10839f855f1d41
64665,,3179,Reactome,R-HSA-422475,Axon guidance,,http://www.reactome.org/content/detail/R-HSA-422475
78474,,3179,Reactome,R-HSA-5083628,"Defective POMGNT1 causes MDDGA3, MDDGB3 and MDDGC3",,http://www.reactome.org/content/detail/R-HSA-5083628
78476,,3179,Reactome,R-HSA-5083633,"Defective POMT1 causes MDDGA1, MDDGB1 and MDDGC1",,http://www.reactome.org/content/detail/R-HSA-5083633
78479,,3179,Reactome,R-HSA-5083629,"Defective POMT2 causes MDDGA2, MDDGB2 and MDDGC2",,http://www.reactome.org/content/detail/R-HSA-5083629
79772,,3179,Reactome,R-HSA-1266738,Developmental Biology,,http://www.reactome.org/content/detail/R-HSA-1266738
81026,,3179,Reactome,R-HSA-1643685,Disease,,http://www.reactome.org/content/detail/R-HSA-1643685
81938,,3179,Reactome,R-HSA-3906995,Diseases associated with O-glycosylation of proteins,,http://www.reactome.org/content/detail/R-HSA-3906995
82214,,3179,Reactome,R-HSA-3781865,Diseases of glycosylation,,http://www.reactome.org/content/detail/R-HSA-3781865
83731,,3179,Reactome,R-HSA-3000178,ECM proteoglycans,,http://www.reactome.org/content/detail/R-HSA-3000178
85898,,3179,Reactome,R-HSA-1474244,Extracellular matrix organization,,http://www.reactome.org/content/detail/R-HSA-1474244
117474,,3179,Reactome,R-HSA-392499,Metabolism of proteins,,http://www.reactome.org/content/detail/R-HSA-392499
125417,,3179,Reactome,R-HSA-3000171,Non-integrin membrane-ECM interactions,,http://www.reactome.org/content/detail/R-HSA-3000171
126531,,3179,Reactome,R-HSA-5173105,O-linked glycosylation,,http://www.reactome.org/content/detail/R-HSA-5173105
132483,,3179,Reactome,R-HSA-597592,Post-translational protein modification,,http://www.reactome.org/content/detail/R-HSA-597592
142102,,3179,Reactome,R-HSA-9010553,Regulation of expression of SLITs and ROBOs,,http://www.reactome.org/content/detail/R-HSA-9010553
154141,,3179,Reactome,R-HSA-376176,Signaling by ROBO receptors,,http://www.reactome.org/content/detail/R-HSA-376176
172064,,3179,WikiPathways,WP1984_r106143,Integrated Breast Cancer Pathway,,http://www.wikipathways.org/instance/WP1984_r106143
176988,,3179,WikiPathways,WP2572_r105791,Primary Focal Segmental Glomerulosclerosis FSGS,,http://www.wikipathways.org/instance/WP2572_r105791
185783,,3179,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
306818,,3179,WikiPathways,WP4298_r106151,Viral Acute Myocarditis,,http://www.wikipathways.org/instance/WP4298_r106151
317228,,3179,WikiPathways,WP4549_r104796,Fragile X Syndrome ,,http://www.wikipathways.org/instance/WP4549_r104796
45080,,3705,PathwayCommons: netpath,,EGFR1,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_4b78890c1a3a598caf456d814559d69f
48106,,3705,PathwayCommons: netpath,,Alpha6Beta4Integrin,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_73c04fb8096df170fc101067f5102548
63365,,3705,Reactome,R-HSA-109581,Apoptosis,,http://www.reactome.org/content/detail/R-HSA-109581
63509,,3705,Reactome,R-HSA-111465,Apoptotic cleavage of cellular proteins,,http://www.reactome.org/content/detail/R-HSA-111465
63561,,3705,Reactome,R-HSA-75153,Apoptotic execution phase,,http://www.reactome.org/content/detail/R-HSA-75153
64128,,3705,Reactome,R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,,http://www.reactome.org/content/detail/R-HSA-2022090
68091,,3705,Reactome,R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins,,http://www.reactome.org/content/detail/R-HSA-264870
69697,,3705,Reactome,R-HSA-446728,Cell junction organization,,http://www.reactome.org/content/detail/R-HSA-446728
70017,,3705,Reactome,R-HSA-1500931,Cell-Cell communication,,http://www.reactome.org/content/detail/R-HSA-1500931
74095,,3705,Reactome,R-HSA-1474290,Collagen formation,,http://www.reactome.org/content/detail/R-HSA-1474290
86038,,3705,Reactome,R-HSA-1474244,Extracellular matrix organization,,http://www.reactome.org/content/detail/R-HSA-1474244
134656,,3705,Reactome,R-HSA-5357801,Programmed Cell Death,,http://www.reactome.org/content/detail/R-HSA-5357801
165119,,3705,Reactome,R-HSA-446107,Type I hemidesmosome assembly,,http://www.reactome.org/content/detail/R-HSA-446107
325590,,3705,WikiPathways,WP4535_r104294,Envelope proteins and their potential roles in EDMD physiopathology,,http://www.wikipathways.org/instance/WP4535_r104294
325592,,3705,WikiPathways,WP4535_r104294,Envelope proteins and their potential roles in EDMD physiopathology,,http://www.wikipathways.org/instance/WP4535_r104294
325596,,3705,WikiPathways,WP4535_r104294,Envelope proteins and their potential roles in EDMD physiopathology,,http://www.wikipathways.org/instance/WP4535_r104294
326396,,3705,WikiPathways,WP4534_r103303,Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms,,http://www.wikipathways.org/instance/WP4534_r103303
326787,,3705,WikiPathways,WP4540_r103347,Pathways Regulating Hippo Signaling,,http://www.wikipathways.org/instance/WP4540_r103347
231,,4155,UniProt,,Protein modification; protein glycosylation.,,
15721,,4155,KEGG,path:hsa00515,Mannose type O-glycan biosynthesis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa00515
19564,,4155,KEGG,path:hsa01100,Metabolic pathways,,http://www.kegg.jp/kegg-bin/show_pathway?hsa01100
354,,5486,UniProt,,Protein modification; protein glycosylation.,,
15736,,5486,KEGG,path:hsa00515,Mannose type O-glycan biosynthesis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa00515
20710,,5486,KEGG,path:hsa01100,Metabolic pathways,,http://www.kegg.jp/kegg-bin/show_pathway?hsa01100
32186,,5486,KEGG,path:hsa00040,Pentose and glucuronate interconversions,,http://www.kegg.jp/kegg-bin/show_pathway?hsa00040
386,,5926,UniProt,,Protein modification; protein glycosylation.,,
15729,,5926,KEGG,path:hsa00515,Mannose type O-glycan biosynthesis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa00515
19855,,5926,KEGG,path:hsa01100,Metabolic pathways,,http://www.kegg.jp/kegg-bin/show_pathway?hsa01100
9174,,6293,KEGG,path:hsa04630,JAK-STAT signaling pathway,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04630
52487,,6293,PathwayCommons: netpath,,Notch,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_b44734455bf45c037367b9647d642a68
199740,,6293,WikiPathways,WP61_r105486,Notch Signaling Pathway,,http://www.wikipathways.org/instance/WP61_r105486
199745,,6293,WikiPathways,WP61_r105486,Notch Signaling Pathway,,http://www.wikipathways.org/instance/WP61_r105486
199747,,6293,WikiPathways,WP61_r105486,Notch Signaling Pathway,,http://www.wikipathways.org/instance/WP61_r105486
199766,,6293,WikiPathways,WP61_r105486,Notch Signaling Pathway,,http://www.wikipathways.org/instance/WP61_r105486
199779,,6293,WikiPathways,WP61_r105486,Notch Signaling Pathway,,http://www.wikipathways.org/instance/WP61_r105486
199807,,6293,WikiPathways,WP61_r105486,Notch Signaling Pathway,,http://www.wikipathways.org/instance/WP61_r105486
200176,,6293,WikiPathways,WP3998_r105788,Prader-Willi and Angelman Syndrome,,http://www.wikipathways.org/instance/WP3998_r105788
200399,,6293,WikiPathways,WP2637_r105827,Structural Pathway of Interleukin 1 (IL-1),,http://www.wikipathways.org/instance/WP2637_r105827
200969,,6293,WikiPathways,WP3845_r90027,Canonical  and Non-canonical Notch signaling,,http://www.wikipathways.org/instance/WP3845_r90027
201087,,6293,WikiPathways,WP2857_r105645,Mesodermal Commitment Pathway,,http://www.wikipathways.org/instance/WP2857_r105645
201324,,6293,WikiPathways,WP2857_r105645,Mesodermal Commitment Pathway,,http://www.wikipathways.org/instance/WP2857_r105645
201338,,6293,WikiPathways,WP2857_r105645,Mesodermal Commitment Pathway,,http://www.wikipathways.org/instance/WP2857_r105645
201542,,6293,WikiPathways,WP2878_r105776,PPAR Alpha Pathway,,http://www.wikipathways.org/instance/WP2878_r105776
201577,,6293,WikiPathways,WP2878_r105776,PPAR Alpha Pathway,,http://www.wikipathways.org/instance/WP2878_r105776
201651,,6293,WikiPathways,WP4147_r94394,PTF1A related regulatory pathway,,http://www.wikipathways.org/instance/WP4147_r94394
204925,,6293,WikiPathways,WP2112_r105622,IL17 signaling pathway,,http://www.wikipathways.org/instance/WP2112_r105622
205641,,6293,WikiPathways,WP2374_r105763,Oncostatin M Signaling Pathway,,http://www.wikipathways.org/instance/WP2374_r105763
206518,,6293,WikiPathways,WP4336_r105488,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,,http://www.wikipathways.org/instance/WP4336_r105488
206563,,6293,WikiPathways,WP4336_r105488,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,,http://www.wikipathways.org/instance/WP4336_r105488
209044,,6293,WikiPathways,WP268_r105466,Notch Signaling,,http://www.wikipathways.org/instance/WP268_r105466
210328,,6293,WikiPathways,WP2858_r105577,Ectoderm Differentiation,,http://www.wikipathways.org/instance/WP2858_r105577
211810,,6293,WikiPathways,WP3527_r105790,Preimplantation Embryo,,http://www.wikipathways.org/instance/WP3527_r105790
212429,,6293,WikiPathways,WP2814_r102407,Mammary gland development pathway - Puberty (Stage 2 of 4),,http://www.wikipathways.org/instance/WP2814_r102407
212461,,6293,WikiPathways,WP2814_r102407,Mammary gland development pathway - Puberty (Stage 2 of 4),,http://www.wikipathways.org/instance/WP2814_r102407
215652,,6293,WikiPathways,WP382_r106182,MAPK Signaling Pathway,,http://www.wikipathways.org/instance/WP382_r106182
218210,,6293,WikiPathways,WP2037_r105793,Prolactin Signaling Pathway,,http://www.wikipathways.org/instance/WP2037_r105793
218242,,6293,WikiPathways,WP2037_r105793,Prolactin Signaling Pathway,,http://www.wikipathways.org/instance/WP2037_r105793
223003,,6293,WikiPathways,WP3972_r105479,PDGFR-beta pathway,,http://www.wikipathways.org/instance/WP3972_r105479
225313,,6293,WikiPathways,WP4155_r105446,Endometrial cancer,,http://www.wikipathways.org/instance/WP4155_r105446
225374,,6293,WikiPathways,WP4155_r105446,Endometrial cancer,,http://www.wikipathways.org/instance/WP4155_r105446
227858,,6293,WikiPathways,WP45_r105450,G1 to S cell cycle control,,http://www.wikipathways.org/instance/WP45_r105450
227902,,6293,WikiPathways,WP45_r105450,G1 to S cell cycle control,,http://www.wikipathways.org/instance/WP45_r105450
228338,,6293,WikiPathways,WP1971_r105629,Integrated Cancer Pathway,,http://www.wikipathways.org/instance/WP1971_r105629
230942,,6293,WikiPathways,WP2261_r105815,Signaling Pathways in Glioblastoma,,http://www.wikipathways.org/instance/WP2261_r105815
232524,,6293,WikiPathways,WP3680_r106167,Association Between Physico-Chemical Features and Toxicity Associated Pathways,,http://www.wikipathways.org/instance/WP3680_r106167
234959,,6293,WikiPathways,WP179_r105448,Cell Cycle,,http://www.wikipathways.org/instance/WP179_r105448
234998,,6293,WikiPathways,WP179_r105448,Cell Cycle,,http://www.wikipathways.org/instance/WP179_r105448
236439,,6293,WikiPathways,WP254_r105492,Apoptosis,,http://www.wikipathways.org/instance/WP254_r105492
237977,,6293,WikiPathways,WP364_r105508,IL-6 signaling pathway,,http://www.wikipathways.org/instance/WP364_r105508
239251,,6293,WikiPathways,WP400_r105865,p38 MAPK Signaling Pathway,,http://www.wikipathways.org/instance/WP400_r105865
239882,,6293,WikiPathways,WP2586_r105536,Aryl Hydrocarbon Receptor,,http://www.wikipathways.org/instance/WP2586_r105536
244032,,6293,WikiPathways,WP428_r105468,Wnt Signaling,,http://www.wikipathways.org/instance/WP428_r105468
244079,,6293,WikiPathways,WP428_r105468,Wnt Signaling,,http://www.wikipathways.org/instance/WP428_r105468
246922,,6293,WikiPathways,WP2446_r105447,Retinoblastoma Gene in Cancer,,http://www.wikipathways.org/instance/WP2446_r105447
246975,,6293,WikiPathways,WP2446_r105447,Retinoblastoma Gene in Cancer,,http://www.wikipathways.org/instance/WP2446_r105447
248155,,6293,WikiPathways,WP3651_r105781,Pathways Affected in Adenoid Cystic Carcinoma,,http://www.wikipathways.org/instance/WP3651_r105781
248665,,6293,WikiPathways,WP3981_r97532,miRNA regulation of prostate cancer signaling pathways,,http://www.wikipathways.org/instance/WP3981_r97532
249656,,6293,WikiPathways,WP2032_r105618,Human Thyroid Stimulating Hormone (TSH) signaling pathway,,http://www.wikipathways.org/instance/WP2032_r105618
249691,,6293,WikiPathways,WP2032_r105618,Human Thyroid Stimulating Hormone (TSH) signaling pathway,,http://www.wikipathways.org/instance/WP2032_r105618
252149,,6293,WikiPathways,WP581_r105439,EPO Receptor Signaling,,http://www.wikipathways.org/instance/WP581_r105439
254481,,6293,WikiPathways,WP2380_r106165,Brain-Derived Neurotrophic Factor (BDNF) signaling pathway,,http://www.wikipathways.org/instance/WP2380_r106165
258374,,6293,WikiPathways,WP138_r105881,Androgen receptor signaling pathway,,http://www.wikipathways.org/instance/WP138_r105881
260063,,6293,WikiPathways,WP4249_r105491,Hedgehog Signaling Pathway,,http://www.wikipathways.org/instance/WP4249_r105491
262088,,6293,WikiPathways,WP673_r105438,ErbB Signaling Pathway,,http://www.wikipathways.org/instance/WP673_r105438
262149,,6293,WikiPathways,WP673_r105438,ErbB Signaling Pathway,,http://www.wikipathways.org/instance/WP673_r105438
264144,,6293,WikiPathways,WP2332_r105630,Interleukin-11 Signaling Pathway,,http://www.wikipathways.org/instance/WP2332_r105630
265129,,6293,WikiPathways,WP2877_r105854,Vitamin D Receptor Pathway,,http://www.wikipathways.org/instance/WP2877_r105854
265186,,6293,WikiPathways,WP2877_r105854,Vitamin D Receptor Pathway,,http://www.wikipathways.org/instance/WP2877_r105854
268048,,6293,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
268704,,6293,WikiPathways,WP395_r89828,IL-4 Signaling Pathway,,http://www.wikipathways.org/instance/WP395_r89828
268747,,6293,WikiPathways,WP395_r89828,IL-4 Signaling Pathway,,http://www.wikipathways.org/instance/WP395_r89828
269904,,6293,WikiPathways,WP363_r105470,Wnt Signaling Pathway,,http://www.wikipathways.org/instance/WP363_r105470
269948,,6293,WikiPathways,WP363_r105470,Wnt Signaling Pathway,,http://www.wikipathways.org/instance/WP363_r105470
270889,,6293,WikiPathways,WP286_r78583,IL-3 Signaling Pathway,,http://www.wikipathways.org/instance/WP286_r78583
272618,,6293,WikiPathways,WP69_r103503,T-Cell antigen Receptor (TCR)  Signaling Pathway,,http://www.wikipathways.org/instance/WP69_r103503
274513,,6293,WikiPathways,WP3888_r105478,VEGFA-VEGFR2 Signaling Pathway,,http://www.wikipathways.org/instance/WP3888_r105478
277488,,6293,WikiPathways,WP4258_r105487,LncRNA involvement in canonical Wnt signaling and colorectal cancer,,http://www.wikipathways.org/instance/WP4258_r105487
277548,,6293,WikiPathways,WP4258_r105487,LncRNA involvement in canonical Wnt signaling and colorectal cancer,,http://www.wikipathways.org/instance/WP4258_r105487
278555,,6293,WikiPathways,WP4263_r105482,Pancreatic adenocarcinoma pathway,,http://www.wikipathways.org/instance/WP4263_r105482
281465,,6293,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
281554,,6293,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
284337,,6293,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
285528,,6293,WikiPathways,WP4255_r105677,Non-small cell lung cancer,,http://www.wikipathways.org/instance/WP4255_r105677
287233,,6293,WikiPathways,WP4262_r105490,Breast cancer pathway,,http://www.wikipathways.org/instance/WP4262_r105490
287289,,6293,WikiPathways,WP4262_r105490,Breast cancer pathway,,http://www.wikipathways.org/instance/WP4262_r105490
293210,,6293,WikiPathways,WP4197_r105840,The human immune response to tuberculosis,,http://www.wikipathways.org/instance/WP4197_r105840
295170,,6293,WikiPathways,WP4211_r95891,Transcriptional cascade regulating adipogenesis,,http://www.wikipathways.org/instance/WP4211_r95891
296167,,6293,WikiPathways,WP4216_r105505,Chromosomal and microsatellite instability in colorectal cancer ,,http://www.wikipathways.org/instance/WP4216_r105505
296291,,6293,WikiPathways,WP4216_r105505,Chromosomal and microsatellite instability in colorectal cancer ,,http://www.wikipathways.org/instance/WP4216_r105505
302123,,6293,WikiPathways,WP4239_r105464,Epithelial to mesenchymal transition in colorectal cancer,,http://www.wikipathways.org/instance/WP4239_r105464
305629,,6293,WikiPathways,WP4298_r106151,Viral Acute Myocarditis,,http://www.wikipathways.org/instance/WP4298_r106151
311454,,6293,WikiPathways,WP4666_r105200,Hepatitis B infection,,http://www.wikipathways.org/instance/WP4666_r105200
313053,,6293,WikiPathways,WP4666_r105200,Hepatitis B infection,,http://www.wikipathways.org/instance/WP4666_r105200
322787,,6293,WikiPathways,WP4541_r103434,Hippo-Merlin Signaling Dysregulation,,http://www.wikipathways.org/instance/WP4541_r103434
322844,,6293,WikiPathways,WP4541_r103434,Hippo-Merlin Signaling Dysregulation,,http://www.wikipathways.org/instance/WP4541_r103434
323952,,6293,WikiPathways,WP4538_r104390,Regulatory circuits of the STAT3 signaling pathway,,http://www.wikipathways.org/instance/WP4538_r104390
327953,,6293,WikiPathways,WP4658_r105318,Small cell lung cancer,,http://www.wikipathways.org/instance/WP4658_r105318
328055,,6293,WikiPathways,WP4658_r105318,Small cell lung cancer,,http://www.wikipathways.org/instance/WP4658_r105318
458,,6625,UniProt,,Protein modification; protein glycosylation.,,
15737,,6625,KEGG,path:hsa00515,Mannose type O-glycan biosynthesis,,http://www.kegg.jp/kegg-bin/show_pathway?hsa00515
20752,,6625,KEGG,path:hsa01100,Metabolic pathways,,http://www.kegg.jp/kegg-bin/show_pathway?hsa01100
1403,,7069,KEGG,path:hsa04151,PI3K-Akt signaling pathway,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04151
3012,,7069,KEGG,path:hsa04512,ECM-receptor interaction,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04512
3277,,7069,KEGG,path:hsa04510,Focal adhesion,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04510
8833,,7069,KEGG,path:hsa05414,Dilated cardiomyopathy (DCM),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05414
9372,,7069,KEGG,path:hsa05412,Arrhythmogenic right ventricular cardiomyopathy (ARVC),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05412
14047,,7069,KEGG,path:hsa05410,Hypertrophic cardiomyopathy (HCM),,http://www.kegg.jp/kegg-bin/show_pathway?hsa05410
14880,,7069,KEGG,path:hsa04810,Regulation of actin cytoskeleton,,http://www.kegg.jp/kegg-bin/show_pathway?hsa04810
27478,,7069,KEGG,path:hsa05165,Human papillomavirus infection,,http://www.kegg.jp/kegg-bin/show_pathway?hsa05165
35672,,7069,PathwayCommons: panther,,Integrin signalling pathway,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fidentifiers.org%2Fpanther.pathway%2FP00034
39701,,7069,PathwayCommons: pid,,Beta1 integrin cell surface interactions,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_10f0f96341b68cece9ba6646e2222c56
48414,,7069,PathwayCommons: inoh,,Integrin signaling pathway ( Integrin signaling pathway ),,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_7869cf22fdff2057312c151361d24bb7
51138,,7069,PathwayCommons: pid,,Plexin-D1 Signaling,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_a078576dc05e0ef1c68a067bdd6bc9d9
54950,,7069,PathwayCommons: pid,,Arf6 trafficking events,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_d6b9ea86697f3d512345602707b998ee
55567,,7069,PathwayCommons: pid,,Integrin family cell surface interactions,,http://apps.pathwaycommons.org/pathways?uri=http%3A%2F%2Fpathwaycommons.org%2Fpc11%2FPathway_dcaf08be6e5c6365a357164d3cb0987d
83741,,7069,Reactome,R-HSA-3000178,ECM proteoglycans,,http://www.reactome.org/content/detail/R-HSA-3000178
85943,,7069,Reactome,R-HSA-1474244,Extracellular matrix organization,,http://www.reactome.org/content/detail/R-HSA-1474244
105957,,7069,Reactome,R-HSA-216083,Integrin cell surface interactions,,http://www.reactome.org/content/detail/R-HSA-216083
109395,,7069,Reactome,R-HSA-3000157,Laminin interactions,,http://www.reactome.org/content/detail/R-HSA-3000157
176329,,7069,WikiPathways,WP306_r105598,Focal Adhesion,,http://www.wikipathways.org/instance/WP306_r105598
176331,,7069,WikiPathways,WP306_r105598,Focal Adhesion,,http://www.wikipathways.org/instance/WP306_r105598
176862,,7069,WikiPathways,WP2572_r105791,Primary Focal Segmental Glomerulosclerosis FSGS,,http://www.wikipathways.org/instance/WP2572_r105791
180694,,7069,WikiPathways,WP366_r105483,TGF-beta Signaling Pathway,,http://www.wikipathways.org/instance/WP366_r105483
183769,,7069,WikiPathways,WP1455_r101973,Serotonin Transporter Activity,,http://www.wikipathways.org/instance/WP1455_r101973
185659,,7069,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
185664,,7069,WikiPathways,WP2118_r105534,Arrhythmogenic Right Ventricular Cardiomyopathy,,http://www.wikipathways.org/instance/WP2118_r105534
185794,,7069,WikiPathways,WP3301_r106199,MFAP5-mediated ovarian cancer cell motility and invasiveness,,http://www.wikipathways.org/instance/WP3301_r106199
211325,,7069,WikiPathways,WP185_r105461,Integrin-mediated Cell Adhesion,,http://www.wikipathways.org/instance/WP185_r105461
211329,,7069,WikiPathways,WP185_r105461,Integrin-mediated Cell Adhesion,,http://www.wikipathways.org/instance/WP185_r105461
212257,,7069,WikiPathways,WP2806_r105407,Human Complement System,,http://www.wikipathways.org/instance/WP2806_r105407
217916,,7069,WikiPathways,WP322_r105766,Osteoblast Signaling,,http://www.wikipathways.org/instance/WP322_r105766
219568,,7069,WikiPathways,WP1434_r105768,Osteopontin Signaling,,http://www.wikipathways.org/instance/WP1434_r105768
256171,,7069,WikiPathways,WP4217_r101851,Ebola Virus Pathway on Host,,http://www.wikipathways.org/instance/WP4217_r101851
256790,,7069,WikiPathways,WP12_r106216,Osteoclast Signaling,,http://www.wikipathways.org/instance/WP12_r106216
266854,,7069,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
266867,,7069,WikiPathways,WP3932_r105465,Focal Adhesion-PI3K-Akt-mTOR-signaling pathway,,http://www.wikipathways.org/instance/WP3932_r105465
272335,,7069,WikiPathways,WP727_r105652,Monoamine Transport,,http://www.wikipathways.org/instance/WP727_r105652
275375,,7069,WikiPathways,WP3888_r105478,VEGFA-VEGFR2 Signaling Pathway,,http://www.wikipathways.org/instance/WP3888_r105478
282632,,7069,WikiPathways,WP4172_r105775,PI3K-Akt Signaling Pathway,,http://www.wikipathways.org/instance/WP4172_r105775
